Unnamed: 0;idsbr;nama_usaha;alamat_usaha;kode_wilayah;kdprov;kdkab;kdkec;kddesa;nmprov;nmkab;nmkec;nmdesa;perusahaan_id;skor_kalo;kegiatan_usaha;rank_nama;rank_alamat;history_ref_profiling_id;skala_usaha;sumber_data;lat;long;latlong_status;gcid;gcs_result;allow_cancel;allow_edit;allow_flagging;latitude_gc;longitude_gc;latlong_status_gc;gc_username;nama_usaha_gc;alamat_usaha_gc;lat_2;long_2;cleaned_nama_usaha;sim_score;is_duplicate;gc_flag_duplikat;match_with;alamat_cek;cleaned_alamat;id_duplikat;kbli2d;nama_usaha_with_alamat_and_kbli;hasilgc;flag_shadow;is_perorangan;is_kurung;status_perusahaan;alamat_cleaned;RT;RW;is_in_perumahan;is_in_pasar;flag_notes;id_rtrw;lat2;long2;is_gced_alltime;;lat_1;long_1;tal_g2;long_g2;latitude;longitude
751;97336593;JUAL ALAT MOBIL <STEVEN>;JL MODANG;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IjgySGdnVDlEUDBwVllCNkdTaTJuQVE9PSIsInZhbHVlIjoiMlh0bGpRYlgrME9xdDVBSk5kQVQydz09IiwibWFjIjoiNDAzYzI0ZGNkMTY2NDQ5NTkxNWVjNTQ3MjAzOTI0YjdiMjRkNWNlOWU2NWI3NzU3MGU5M2Q5YjM1NmE4ZWI3ZCIsInRhZyI6IiJ9;;"[Kegiatan Usaha: MENJUAL ALAT-ALAT MOBIL, Kategori: G, KBLI: 45302]; [Kegiatan Usaha: PERDAGANGN ALA...";;;14/05/2025;UMKM;;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;jual alat mobil steven;0;0;0;;;jl modang;;45;jual alat mobil steven jl modang kbli45;4;0;1;1;Duplikat;JL MODANG;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
938;97333843;PRIMER KOPERASI TANAH GROGOT;JALAN RADEN MAS NOTO SUNARDI;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6ImluamVmWE0wZEYxMmdQQjBuSXplWUE9PSIsInZhbHVlIjoiUEhCbUVGdytWSDdVeEdGZ1EzcVFpQT09IiwibWFjIjoiYTBlNzZjNmNmZjVlZTkxMzhhZGUyNzQ1ZTA4MjdlMGQyNzFmOWRjMGUwNjg5NjAyNTg5MWQ5MmIwM2UxYjUxYSIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: G, KBLI: 47711];;;07/01/2025;UMKM;;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;primer tanah grogot;0;0;0;;;jalan raden mas noto sunardi;;47;primer tanah grogot jalan raden mas noto sunardi kbli47;4;0;1;0;Duplikat;JALAN RADEN MAS NOTO SUNARDI;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
1098;97341302;Ira dental care/drg mahira;Jl. Kapten Piere Tendean, Tanah Grogot, Kec. Tanah Grogot, Kabupaten Paser, Kalimantan Timur 76251;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IjVac1FsYk0zV2pIMmUvalZmSjViT3c9PSIsInZhbHVlIjoiankwVG5TekdPRWNadzVEdUg2U2FsQT09IiwibWFjIjoiNTQwZDZhMDQ3OThmNDRlMjU1M2JkYWY2MTNlOTRmYWY2Y2UyMWZmYjc1ZGY2NzQ2MzgyMDY0OTJhNDBmMDljYyIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: Q, KBLI: 86203]; [Kegiatan Usaha: Klinik Gigi, Kategori: , KBLI: ]";;;07/12/2025;UMKM;;-1.8981691;116.1940665;valid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;ira dental care drg mahira;0;0;0;;;jl kapten piere tendean tanah grogot kec tanah grogot kabupaten paser kalimantan timur 76251;;86;ira dental care drg mahira jl kapten piere tendean tanah grogot kec tanah grogot   76251 kbli86;4;0;1;0;Duplikat;Jl Kapten Piere Tendean Tanah Grogot Kec Tanah Grogot   76251;0;0;;;0;6401040004_0_0;;;0;;1;1;0;0;-1.8981691;116.1940665
1352;97341086;DAPOER AGUS (MILA NASUTION);JALAN RADEN MAS NOTO SUNARDI GANG 45;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6Im1CbVFwUysyb0txaGVnTjJFYXVKNFE9PSIsInZhbHVlIjoiNllTeUVscEIzdHhZK1JUQ1BkZ0JEdz09IiwibWFjIjoiNzZiNDRmNzcxZjU3NmFjODE3ZTBmYjcxZTJjNTFkZDJlN2ZhNGU2YzkwNWUxOTlhNmQ1ZWExN2RiZTY5YjFjYyIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: I, KBLI: 56290];;;01/11/2025;UMKM;;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;dapoer agus mila nasution;0;0;0;;;jalan raden mas noto sunardi gang 45;;56;dapoer agus mila nasution jalan raden mas noto sunardi gang 45 kbli56;4;0;1;0;Duplikat;JALAN RADEN MAS NOTO SUNARDI GANG 45;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
1579;2674200;SENDANG MAS;JALAN MODANG;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IlY4KzhtTWhoZkk0VGRJcm1GdDBmcmc9PSIsInZhbHVlIjoiZ1c2OVNGNzlsV0Q1QVdnQ2VyaDhjUT09IiwibWFjIjoiZGU1ZDFhMzkzYTdmNjk3NjZiZTVjZjIzN2IyZjA4NmY3NTI5MjlhY2JlMzkyMDU4YjMzYWFmZWU2OTkzN2NjMiIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: F, KBLI: 42918];;;01/11/2025;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;sendang mas;0;0;0;;;jalan modang;;42;sendang mas jalan modang kbli42;4;0;1;0;Duplikat;JALAN MODANG;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
1597;2710225;PENDIDIKAN ISLAM AL-AZHAR;JL. JEND. SUDIRMAN NO 23, TANAH GROGOT;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6Imtpby94UUZGZnpzYTgwdHlpaVJXdnc9PSIsInZhbHVlIjoib1lyUjFwV1hyTzYxcXBSVTlvcVdvdz09IiwibWFjIjoiYzM4NGFhMTcwODAzMjIxM2U4MzU3ZTdkMjlkYzgxMzEzODFlOTZjMTNmNmIyN2JhNWEwZTljMmUxMDc0OTJjZCIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: P, KBLI: 85495];;;03/07/2025;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;pendidikan islam al azhar;0;0;0;;;jl jend sudirman no 23 tanah grogot;;85;pendidikan islam al azhar jl jend sudirman no 23 tanah grogot kbli85;4;0;1;0;Duplikat;JL JEND SUDIRMAN NO 23 TANAH GROGOT;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
1683;2840485;JEFFRINDO EKAPUTRA;JL MODANG NO 69 RT.005 RW.003, TANAH GROGOT;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6ImRxdlQxeDh0cUR1UGF4SGVRY2NEdmc9PSIsInZhbHVlIjoiMC9KcjRHbXIzUzJmWE9wY0NYeEk1dz09IiwibWFjIjoiYmQyMGNkMzUyZjk2ZGY5YThkZjNmNDIwNjZlM2M4Y2YxZGM0NGU1ODdlMjQ2MTc5NDY2YTM3OTUxNWJiZTUzOSIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: G, KBLI: 46100];;;14/05/2025;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;jeffrindo ekaputra;0;0;0;;;jl modang no 69 rt 005 rw 003 tanah grogot;;46;jeffrindo ekaputra jl modang no 69 rt 005 rw 003 tanah grogot kbli46;4;0;1;0;Duplikat;JL MODANG NO 69 RT005 RW003 TANAH GROGOT;5;3;;;0;6401040004_5_3;-1.91122;116.196126;0;;0;0;1;1;-1.91122;116.196126
1725;2904593;PMI KABUPATEN PASER;DR CIPTO MANGUNKUSUMO;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6ImFvSlUyWjVqNjN0dExRUzN5V2RFMVE9PSIsInZhbHVlIjoiYkxLU3lObE9QRzQ1NmEzbklmbXpJQT09IiwibWFjIjoiMTJkMjE5MTNkZGU2ZTI4YTkzMDA0NjIwMmFjZjIzZGNjMjhmZDE3Mzc1YmJiZjI2MjRjN2Y5N2RhZTllYTRjNSIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: Q, KBLI: 86903];;;26/10/2025;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;pmi kabupaten paser;0;0;0;;;dr cipto mangunkusumo;;86;pmi  dr cipto mangunkusumo kbli86;4;0;1;0;Duplikat;DR CIPTO MANGUNKUSUMO;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
1767;2956297;TUNAS DWIPA MATRA;JL. PADAT KARYA NO.02, TANAH GROGOT;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IlhxUnh1YkRhbmNZbjBDdGtTdEVtZmc9PSIsInZhbHVlIjoiU2MwOWM3a2w5amhDZE0xR2xVTE9pUT09IiwibWFjIjoiMzgwMWU3MmY3MWJiMTBiMWZlYjIwM2E3ZjU3Y2ExZDVkMTkxNGI4ZDdkODQ0YmE1YTU3MjYwYWQ3ZDViY2EwZCIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: G, KBLI: 45401];;;11/07/2025;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;tunas dwipa matra;0;0;0;;;jl padat karya no 02 tanah grogot;;45;tunas dwipa matra jl padat karya no 02 tanah grogot kbli45;4;0;1;0;Duplikat;JL PADAT KARYA NO02 TANAH GROGOT;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
1782;2980775;BANK RAKYAT INDONESIA (PERSERO) TBK;JL JEND. SUDIRMAN;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6ImRjTnRTRW90RW9paUpadXJ1cTZML2c9PSIsInZhbHVlIjoiK1BzSnVQWW8wWklMNHJXSzYyaXhjZz09IiwibWFjIjoiOWU1MjI5ODY0OWI4MjA5NzQ3NzM5YTgyNTYyNmY1ZTQyYzQ5OWZmMDAwMzU4OTg3YzhlN2UxM2UwNDJlM2ZmZCIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: K, KBLI: 64121];;;16/05/2025;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;bank rakyat indonesia persero;0;0;0;;;jl jend sudirman;;64;bank rakyat indonesia persero jl jend sudirman kbli64;4;0;1;0;Duplikat;JL JEND SUDIRMAN;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
1947;3172479;BANK MEGA TBK;JL R. SOEPRAPTO;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IkFhU1lDdnAveU9wQXNlbDl3cTFqNkE9PSIsInZhbHVlIjoiN0Z1UC83VDRKRkh4RmZMZDNtU1E3QT09IiwibWFjIjoiNDQwMjJjYTU3NzI4YWUxMzYzNGRiYzY5ZmU2NWY5ZjYzNDYwYzY0ZGIyOWZlNWM3MmMxM2I4ZGY3ZWY1NmEwZiIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: K, KBLI: 64121];;;16/05/2025;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;bank mega;0;0;0;;;jl r soeprapto;;64;bank mega jl r soeprapto kbli64;4;0;1;0;Duplikat;JL R SOEPRAPTO;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
1980;3227867;BANUA BERSAMA;JL R.M NOTO SUNARDI;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6Ikx2cnNDc3NjSDFPYy9DKzdwVFc1WFE9PSIsInZhbHVlIjoiRVZXY3lTbnBxRnladyt2anRCQVB2UT09IiwibWFjIjoiZWU2MjZmMTBjYmU2YjhkOGRkMGNiNDQyNjE5YzI2NGEzZDc4ODZjNWU4ZjNmNDRhMDY4MTBlMTMxMWViNTMzMCIsInRhZyI6IiJ9;;;;;08/01/2025;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;banua bersama;0;0;0;;;jl r m noto sunardi;;0;banua bersama jl r m noto sunardi kbli00;4;0;1;0;Duplikat;JL RM NOTO SUNARDI;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
2002;3274301;PAPADAAN;JL A YANI RT 02 RW 02;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6InNmdE8yWk5IQ0g5Zmg0cHJaSVk2cnc9PSIsInZhbHVlIjoiN1Q0ajhPR1BleDBuQWFSQ1VHRDhWUT09IiwibWFjIjoiNmQyNjJmODQxOGExMjAwZDZkZjM2ZjRhZWU3OThjYmIyNTUxNzE1ZmQ4NTkzZjQ2YzJiOGMwYjc2YzRhZjQ3MSIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: I, KBLI: 56210];;;01/11/2025;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;papadaan;0;0;0;;;jl a yani rt 02 rw 02;;56;papadaan jl a yani rt 02 rw 02 kbli56;4;0;1;0;Duplikat;JL A YANI RT 02 RW 02;2;2;;;0;6401040004_2_2;-1.91708;116.195563;0;;0;0;1;1;-1.91708;116.195563
2085;3431536;ISAK FARMA;JALAN D.I PANJAITAN;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IjFJckVjVFBGOHBtbElUVEQ1WWxJVWc9PSIsInZhbHVlIjoialNXVGovZWVnalROSGhYK3BQbDZOdz09IiwibWFjIjoiZDc5NGFmYmRmZGI0MDRlYTY5MzI1NDY0NGFhNDFiMjk4MTcwOWE1MjIzNTNkMTI0MzI5MTEyNDBkMjVkZWM2ZCIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: G, KBLI: 47773];;;31/01/2025;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;isak farma;0;0;0;;;jalan d i panjaitan;;47;isak farma jalan d i panjaitan kbli47;4;0;1;0;Duplikat;JALAN DI PANJAITAN;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
