Unnamed: 0;idsbr;nama_usaha;alamat_usaha;kode_wilayah;kdprov;kdkab;kdkec;kddesa;nmprov;nmkab;nmkec;nmdesa;perusahaan_id;skor_kalo;kegiatan_usaha;rank_nama;rank_alamat;history_ref_profiling_id;skala_usaha;sumber_data;latitude;longitude;latlong_status;gcid;gcs_result;allow_cancel;allow_edit;allow_flagging;latitude_gc;longitude_gc;latlong_status_gc;gc_username;nama_usaha_gc;alamat_usaha_gc;lat_2;long_2;cleaned_nama_usaha;sim_score;is_duplicate;gc_flag_duplikat;match_with;alamat_cek;cleaned_alamat;id_duplikat;kbli2d;nama_usaha_with_alamat_and_kbli;hasilgc;flag_shadow;is_perorangan;is_kurung;status_perusahaan;alamat_cleaned;RT;RW;is_in_perumahan;is_in_pasar;flag_notes
11898;55100434;SAYUR YUMI <YUMI>;Pasar senaken, RT 0/RW 0;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6IlpPR2tqaWpkekhyNWRoWnlhY1p1eVE9PSIsInZhbHVlIjoicTBKdDFha0lTb0ovOTRrZncwL1h1Zz09IiwibWFjIjoiYjZmMmMzZjI2ZWZmMjU3M2U0ZjVmYTUyN2JlNjgwMGEyNTJkZGQzNTJhZDJmZGJhOWM0Y2U2Zjc1ZGRkNDE5MiIsInRhZyI6IiJ9;;[Kegiatan Usaha: Menjual sayur eceran di lapak pasar, Kategori: G, KBLI: 47213];;;;UMKM;;-1.89417226;116.200292;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;sayur yumi yumi;0;0;0;;;pasar senaken rt 0 rw 0;;47;sayur yumi yumi pasar senaken rt 0 rw 0 kbli47;1;0;1;1;Aktif;Pasar senaken RT 0RW 0;P01;P01;;1;DONE 01/02 - 8.07 PM
11899;55075532;TOKO SEMOGA BERKAH <AUDAH>;Pasar senaken, RT 0/RW 0;6401040009;64;1;40;9;KALIMANTAN TIMUR;PASER;TANAH GROGOT;JONE;eyJpdiI6ImlEK0N5UmlsVDBkYnhTZm1wL3NBTlE9PSIsInZhbHVlIjoiMnkwbEs1cEIxQVl5MHVmY2krUHhudz09IiwibWFjIjoiNGNjY2ViMTUwNjY1MmY5NGM4NzU1OTZmYmZmODZjMmViODY5OWVkNzllYjcxMzViYmVhNTEyYjUwYmZlN2JkOSIsInRhZyI6IiJ9;;[Kegiatan Usaha: MENJUAL ALAT LISTRIK, Kategori: G, KBLI: 47862];;;;UMKM;;-1.933935197;116.164607;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;semoga berkah audah;0;0;0;;;pasar senaken rt 0 rw 0;;47;semoga berkah audah pasar senaken rt 0 rw 0 kbli47;1;0;1;1;Aktif;Pasar senaken RT 0RW 0;P01;P01;;1;DONE 01/02 - 8.07 PM
11921;55101781;TK. BAMBANG SEPORT <HAPIPAH>;Pasar senaken, RT 0/RW 0;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6Ik1PS1ZPa0x4UEdiNVJPN20vMDVjVUE9PSIsInZhbHVlIjoiMzJmV2hLOEhqT295THI3dVkzN3F0Zz09IiwibWFjIjoiYjUzYTA5OTlhOTYzZmJlYjk4NGJiZDdmNDdjOGY3ZjI3YmEzMjE1OTEwMzc2M2I3OGY5MDQwNmZhZGUxNWY5YyIsInRhZyI6IiJ9;;[Kegiatan Usaha: Menjual sepatu, Kategori: G, KBLI: 47712];;;;UMKM;;-1.90059;116.2099183;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;tk bambang seport hapipah;0;0;0;;;pasar senaken rt 0 rw 0;;47;tk bambang seport hapipah pasar senaken rt 0 rw 0 kbli47;1;0;1;1;Aktif;Pasar senaken RT 0RW 0;P01;P01;;1;DONE 01/02 - 8.07 PM
11927;55208724;TOKO SADIAH <SADIAH>;Pasar senaken, RT 0/RW 0;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6IjBsMkxxVG5IWDlLdk9Qc1BRV25LZXc9PSIsInZhbHVlIjoiSTEyME5aNXc1dXQvNG82aDQ5TEtMdz09IiwibWFjIjoiNDgwMTRlZjZkODI3MTM3NjhiNDU5ZmI5N2JhYThjNTY4ZWVlYzZlNjliMDYyOTlmMTYyNDJmODQ5NzE5OTFiNCIsInRhZyI6IiJ9;;[Kegiatan Usaha: MENJUAL PAKAIAN, Kategori: G, KBLI: 47711];;;;UMKM;;-1.911646667;116.1937283;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;sadiah sadiah;0;0;0;;;pasar senaken rt 0 rw 0;;47;sadiah sadiah pasar senaken rt 0 rw 0 kbli47;1;0;1;1;Aktif;Pasar senaken RT 0RW 0;P01;P01;;1;DONE 01/02 - 8.07 PM
11931;55265110;TOKO RUDI <HAIRUDI>;Pasar senaken, RT 0/RW 0;6401040009;64;1;40;9;KALIMANTAN TIMUR;PASER;TANAH GROGOT;JONE;eyJpdiI6InFWZmM1ZG9MWGZjVy9PQTNpbGNKR1E9PSIsInZhbHVlIjoicmZybm9rbEpYeTdZSUNXZG9OS2JUUT09IiwibWFjIjoiNDdhOTI3ZGQ2ZTdmODU0YzAzYTliYzlhNGQ2NTIyMjg5OWUwMmNiOTE3ZDcyOTAzMTFmNTZiMTkxNDJhMjUzNSIsInRhZyI6IiJ9;;[Kegiatan Usaha: MENJUAL PAKAIAN, Kategori: G, KBLI: 47711];;;;UMKM;;-1.933935197;116.164607;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;rudi hairudi;0;0;0;;;pasar senaken rt 0 rw 0;;47;rudi hairudi pasar senaken rt 0 rw 0 kbli47;1;0;1;1;Aktif;Pasar senaken RT 0RW 0;P01;P01;;1;DONE 01/02 - 8.07 PM
11933;55154679;NASI KUNING ACIL IDA <IDA WATI>;Pasar senaken, RT 0/RW 0;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6IjYxZXBlVkdPc1E5aWRFR0pSY3g3Tmc9PSIsInZhbHVlIjoia1AyYk1PV3N5WlJwcWR3cVdPTDY3dz09IiwibWFjIjoiZjYwZWNhMTZhMmM5NjI5NGIwYzYzZjE4ZDdkYjcwMjQwYmYxZWRkNzI5ZDU4MTNkZjQ4MTNjNmQxZjFlODkxZSIsInRhZyI6IiJ9;;[Kegiatan Usaha: Penjualan nasi kuning, dari bahan beras dan sembako lainnya, Kategori: I, KBLI: 561...;;;;UMKM;;-1.933935197;116.164607;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;nasi kuning acil ida ida wati;0;0;0;;;pasar senaken rt 0 rw 0;;56;nasi kuning acil ida ida wati pasar senaken rt 0 rw 0 kbli56;1;0;1;1;Aktif;Pasar senaken RT 0RW 0;P01;P01;;1;DONE 01/02 - 8.07 PM
11937;55072990;SITI HAWA;Wilayah pasar senaken, RT 0/RW 0;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6IlVvZjhzRGszaitEbitCUHYya1I1elE9PSIsInZhbHVlIjoicnMrZjhJb1JSYzNzMkxrdXdGb1k5QT09IiwibWFjIjoiOTFmMDMwZDhjZjcyYzg5ZmY2MTFhZjUxNDg4M2FiYzI2YWRkN2Y1YTRiMTRhZjdhMjAyYzdiMTQzZDlkODZlZCIsInRhZyI6IiJ9;;[Kegiatan Usaha: Menjual daun pisang  singkong, Kategori: G, KBLI: 47811];;;;UMKM;;-1.933935197;116.164607;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;siti hawa;0;0;0;;;wilayah pasar senaken rt 0 rw 0;;47;siti hawa wilayah pasar senaken rt 0 rw 0 kbli47;1;0;1;0;Aktif;Wilayah pasar senaken RT 0RW 0;P01;P01;;1;DONE 01/02 - 8.07 PM
11949;55072238;SAYUR ALPIANOOR <ALPIANOOR>;Pasar senaken, RT 0/RW 0;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6IjdYRm1WZ20zcy9TMU1HN2svc21jMUE9PSIsInZhbHVlIjoid2F3TllYcEhHVy9zeEt6NHkrZERWQT09IiwibWFjIjoiOTcyNDI5OTFjMGNhNzBhZGRjMmJiODBjNDY5OWUxMTYyNTlkN2EyYmRlODk3YmNjZmYxMjljOTQzZDU1MTMwYyIsInRhZyI6IiJ9;;[Kegiatan Usaha: Menjual sayur eceran di lapak pasar, Kategori: G, KBLI: 47213];;;;UMKM;;-2.6401;115.372945;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;sayur alpianoor alpianoor;0;0;0;;;pasar senaken rt 0 rw 0;;47;sayur alpianoor alpianoor pasar senaken rt 0 rw 0 kbli47;1;0;1;1;Aktif;Pasar senaken RT 0RW 0;P01;P01;;1;DONE 01/02 - 8.07 PM
11959;55180750;JUMAIRIAH;wilayah paser senaken, RT 0/RW 0;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6ImpCZFIwZ2tEUjNkZ2YrR250RnZOTkE9PSIsInZhbHVlIjoiQWI4NUtiK0FHanpzdG5qWlRyNTRrQT09IiwibWFjIjoiOTZjNjJjYjNjOWEzMjczYTExMTczOWUwNmYxMjA3ODdhYzhjOThjYjIwYTM2N2IyODMzMGZiNDliOTViMDRhMyIsInRhZyI6IiJ9;;[Kegiatan Usaha: menjual sayuran dan buah, Kategori: G, KBLI: 47813];;;;UMKM;;-3.79312;114.816235;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;jumairiah;0;0;0;;;wilayah paser senaken rt 0 rw 0;;47;jumairiah wilayah paser senaken rt 0 rw 0 kbli47;1;0;1;0;Aktif;wilayah paser senaken RT 0RW 0;P01;P01;;;DONE 01/02 - 8.07 PM
11972;55238584;AYAM NURMIATI <NURMIATI>;Pasar senaken, RT 0/RW 0;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6Im4zR0cyYUZWRzh6UW5sTXdPYWw4SXc9PSIsInZhbHVlIjoiRzhObEpuTjBMTkpvNGlob2k0THc1UT09IiwibWFjIjoiYzE0MmE4ODMxODNiNjc3Mjk3NDFmZjAwODE0OGM5NzFlM2I0YmJkZDk3YWY2OGQ5ZDdkMjEyODI1Mzk1MmRhZiIsInRhZyI6IiJ9;;[Kegiatan Usaha: Menjual ayam potong di pasar, Kategori: G, KBLI: 47814];;;;UMKM;;-1.933935197;116.164607;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;ayam nurmiati nurmiati;0;0;0;;;pasar senaken rt 0 rw 0;;47;ayam nurmiati nurmiati pasar senaken rt 0 rw 0 kbli47;1;0;1;1;Aktif;Pasar senaken RT 0RW 0;P01;P01;;1;DONE 01/02 - 8.07 PM
11973;55154510;TOKO GAZI <MARIA ULFA>;Pasar senaken, RT 0/RW 0;6401040009;64;1;40;9;KALIMANTAN TIMUR;PASER;TANAH GROGOT;JONE;eyJpdiI6InhHVDhzTUZ0NE44Zk9mdE5SSVZxcnc9PSIsInZhbHVlIjoiQjh5NjZ0eFdnWXdHNGM5SDE1Y1pTZz09IiwibWFjIjoiMjg5NWI3MWJhZGYyMDFkZmUxNjlkMjIwMGI3ZTg3YmFkMThhZWY5MzUwYWI2OTNiMTQ5NWY3ZmVlYjg1MjkwNiIsInRhZyI6IiJ9;;[Kegiatan Usaha: Menjual pakaian, Kategori: G, KBLI: 47711];;;;UMKM;;-1.923541667;116.19453;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;gazi maria ulfa;0;0;0;;;pasar senaken rt 0 rw 0;;47;gazi maria ulfa pasar senaken rt 0 rw 0 kbli47;1;0;1;1;Aktif;Pasar senaken RT 0RW 0;P01;P01;;1;DONE 01/02 - 8.07 PM
11987;55046376;TK. SULYAHIDA <ZAINAL ABIDIN GAFFAR>;Pasar senaken, RT 0/RW 0;6401040009;64;1;40;9;KALIMANTAN TIMUR;PASER;TANAH GROGOT;JONE;eyJpdiI6InJCTnBqQ2t1SjUxT0VFeWJDSUZWVWc9PSIsInZhbHVlIjoiY1ZibkNHbkYwTGtRWkFzR0gwZTE0Zz09IiwibWFjIjoiNGUzYWFhNjJkM2M3N2JjODdmODlkZTQwNGM0ODM0NTI5ODY4NzBmMzc3OGFkYzljMmNkZjZiZmQyYWE4YjQ2MiIsInRhZyI6IiJ9;;[Kegiatan Usaha: Menjual sepatu, Kategori: G, KBLI: 47712];;;;UMKM;;-1.90059;116.2099183;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;tk sulyahida zainal abidin gaffar;0;0;0;;;pasar senaken rt 0 rw 0;;47;tk sulyahida zainal abidin gaffar pasar senaken rt 0 rw 0 kbli47;1;0;1;1;Aktif;Pasar senaken RT 0RW 0;P01;P01;;1;DONE 01/02 - 8.07 PM
11989;55123953;SUNITRI;Wil. Pasar senaken, RT 0/RW 0;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6ImxQMEwxM2xmelpNNlh5eDRJcHlyMUE9PSIsInZhbHVlIjoidFVkUlVmT3pKL3BuN1BrN2N4bnBMUT09IiwibWFjIjoiNDI1MDc5OTZiYjFiYTVhYjE4ZjE4Y2FjYTZiYTgzZjQ2MDViNGE2ZWFlYjcyZTExYmY5ZTVlY2FhMzJlM2RlNSIsInRhZyI6IiJ9;;[Kegiatan Usaha: Me9njual sayur, Kategori: G, KBLI: 47813];;;;UMKM;;-1.933935197;116.164607;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;sunitri;0;0;0;;;wil pasar senaken rt 0 rw 0;;47;sunitri wil pasar senaken rt 0 rw 0 kbli47;1;0;1;0;Aktif;Wil Pasar senaken RT 0RW 0;P01;P01;;1;DONE 01/02 - 8.07 PM
11997;55046221;TOKO H. OLAN <KHADIJAH>;Pasar senaken, RT 0/RW 0;6401040009;64;1;40;9;KALIMANTAN TIMUR;PASER;TANAH GROGOT;JONE;eyJpdiI6ImFzUk1JWFg4M1A1OXhxRGRGS2NLa0E9PSIsInZhbHVlIjoiaExtOUQrangvT2JhZjI3eC9CbTFTQT09IiwibWFjIjoiMjgzMzNkODAwZTQ4MDQ4OWQ5ODMyNTU0MDE0NTY3YzIyMzY5OWRlZWI5YjFlYmMxNjkyMTg0YjI2MGNjY2U0MSIsInRhZyI6IiJ9;;[Kegiatan Usaha: Menjual pakaian, Kategori: G, KBLI: 47711];;;;UMKM;;-1.933935197;116.164607;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;h olan khadijah;0;0;0;;;pasar senaken rt 0 rw 0;;47;h olan khadijah pasar senaken rt 0 rw 0 kbli47;1;0;1;1;Aktif;Pasar senaken RT 0RW 0;P01;P01;;1;DONE 01/02 - 8.07 PM
